-9.975 0 0
-9.925 0 0
-9.875 0 0
-9.825 0 0
-9.775 0 0
-9.725 0 0
-9.675 0 0
-9.625 0 0
-9.575 0 0
-9.525 0 0
-9.475 0 0
-9.425 0 0
-9.375 0 0
-9.325 0 0
-9.275 0 0
-9.225 0 0
-9.175 0 0
-9.125 0 0
-9.075 0 0
-9.025 0 0
-8.975 0 0
-8.925 0 0
-8.875 0 0
-8.825 0 0
-8.775 0 0
-8.725 0 0
-8.675 0 0
-8.625 0 0
-8.575 0 0
-8.525 0 0
-8.475 0 0
-8.425 0 0
-8.375 0 0
-8.325 0 0
-8.275 0 0
-8.225 0 0
-8.175 0 0
-8.125 0 0
-8.075 0 0
-8.025 0 0
-7.975 0 0
-7.925 0 0
-7.875 0 0
-7.825 0 0
-7.775 0 0
-7.725 0 0
-7.675 0 0
-7.625 0 0
-7.575 0 0
-7.525 0 0
-7.475 0 0
-7.425 0 0
-7.375 0 0
-7.325 0 0
-7.275 0 0
-7.225 0 0
-7.175 0 0
-7.125 0 0
-7.075 0 0
-7.025 0 0
-6.975 0 0
-6.925 0 0
-6.875 0 0
-6.825 0 0
-6.775 0 0
-6.725 0 0
-6.675 0 0
-6.625 0 0
-6.575 0 0
-6.525 0 0
-6.475 0 0
-6.425 0 0
-6.375 0 0
-6.325 0 0
-6.275 0 0
-6.225 0 0
-6.175 0 0
-6.125 0 0
-6.075 0 0
-6.025 0 0
-5.975 0 0
-5.925 0 0
-5.875 0 0
-5.825 0 0
-5.775 0 0
-5.725 0 0
-5.675 0 0
-5.625 0 0
-5.575 0 0
-5.525 0 0
-5.475 0 0
-5.425 0 0
-5.375 0 0
-5.325 0 0
-5.275 0 0
-5.225 0 0
-5.175 0 0
-5.125 0 0
-5.075 0 0
-5.025 0 0
-4.975 0 0
-4.925 0 0
-4.875 0 0
-4.825 0 0
-4.775 0 0
-4.725 0 0
-4.675 0 0
-4.625 0 0
-4.575 0 0
-4.525 0 0
-4.475 0 0
-4.425 0 0
-4.375 0 0
-4.325 0 0
-4.275 0 0
-4.225 0 0
-4.175 0 0
-4.125 0 0
-4.075 0 0
-4.025 0 0
-3.975 0 0
-3.925 0 0
-3.875 0 0
-3.825 0 0
-3.775 0 0
-3.725 0 0
-3.675 0 0
-3.625 0 0
-3.575 0 0
-3.525 0 0
-3.475 0 0
-3.425 0 0
-3.375 0 0
-3.325 0 0
-3.275 0 0
-3.225 0 0
-3.175 0 0
-3.125 0 0
-3.075 0 0
-3.025 0 0
-2.975 8.62069e-06 8.40241e-06
-2.925 0 0
-2.875 0 0
-2.825 2.58621e-05 1.37661e-05
-2.775 1.72414e-05 1.15659e-05
-2.725 1.72414e-05 1.15659e-05
-2.675 3.44828e-05 1.54212e-05
-2.625 9.48276e-05 3.94579e-05
-2.575 0.000103448 3.53343e-05
-2.525 0.000146552 3.90794e-05
-2.475 0.000241379 5.50645e-05
-2.425 0.000318966 5.06718e-05
-2.375 0.000663793 9.77413e-05
-2.325 0.000948276 0.00011273
-2.275 0.00114655 0.000165497
-2.225 0.00186207 0.000165643
-2.175 0.0032931 0.000272855
-2.125 0.00488793 0.0003388
-2.075 0.00678448 0.000397539
-2.025 0.00956034 0.000407363
-1.975 0.0137931 0.000508986
-1.925 0.0188534 0.000625137
-1.875 0.0253707 0.000833962
-1.825 0.035181 0.00103056
-1.775 0.0477328 0.000983006
-1.725 0.0617672 0.00116254
-1.675 0.0808017 0.00163363
-1.625 0.102767 0.00210435
-1.575 0.129603 0.00152599
-1.525 0.159155 0.00200867
-1.475 0.194621 0.00239645
-1.425 0.229241 0.00228031
-1.375 0.268034 0.00292292
-1.325 0.303259 0.00307598
-1.275 0.336543 0.00361361
-1.225 0.370379 0.00305464
-1.175 0.398457 0.00416547
-1.125 0.420172 0.00344978
-1.075 0.434172 0.0045773
-1.025 0.445224 0.00527648
-0.975 0.440664 0.00484186
-0.925 0.432836 0.00449674
-0.875 0.423552 0.0041861
-0.825 0.409172 0.00390045
-0.775 0.389509 0.00310803
-0.725 0.372086 0.00396587
-0.675 0.351698 0.00370969
-0.625 0.330759 0.00285943
-0.575 0.306983 0.00269974
-0.525 0.288724 0.00197744
-0.475 0.268922 0.00215089
-0.425 0.254371 0.00224311
-0.375 0.241345 0.0023016
-0.325 0.228 0.00283093
-0.275 0.218931 0.00195447
-0.225 0.21131 0.0022458
-0.175 0.202733 0.0019352
-0.125 0.200362 0.00170415
-0.075 0.197052 0.00200014
-0.025 0.195138 0.00158764
0.025 0.195103 0.00220172
0.075 0.196647 0.00137982
0.125 0.199276 0.00160157
0.175 0.203819 0.00194657
0.225 0.207586 0.00237565
0.275 0.217707 0.00187139
0.325 0.225741 0.00192522
0.375 0.240138 0.00184984
0.425 0.255664 0.00205427
0.475 0.266707 0.00211022
0.525 0.286216 0.0024711
0.575 0.303138 0.00277304
0.625 0.322957 0.00332353
0.675 0.34206 0.00396367
0.725 0.364983 0.00401726
0.775 0.386974 0.00339356
0.825 0.408224 0.00421923
0.875 0.416181 0.00393217
0.925 0.429871 0.0048688
0.975 0.440017 0.00514367
1.025 0.436931 0.0045609
1.075 0.424534 0.00428855
1.125 0.410784 0.00390355
1.175 0.391457 0.00434658
1.225 0.363302 0.00316867
1.275 0.33431 0.00381173
1.325 0.293474 0.00271387
1.375 0.264181 0.0026529
1.425 0.224543 0.00263673
1.475 0.190629 0.00245477
1.525 0.156724 0.00260179
1.575 0.127362 0.00224662
1.625 0.0997069 0.00106025
1.675 0.0799569 0.00113779
1.725 0.0608276 0.000925398
1.775 0.0464483 0.000961383
1.825 0.0347931 0.000710943
1.875 0.0249397 0.000702073
1.925 0.0184569 0.000506567
1.975 0.0122845 0.000392194
2.025 0.00893103 0.000388907
2.075 0.00581897 0.000221428
2.125 0.00382759 0.000217611
2.175 0.00300862 0.000234975
2.225 0.00164655 0.000105915
2.275 0.00108621 0.000111803
2.325 0.000603448 0.000110735
2.375 0.000353448 7.26136e-05
2.425 0.000267241 5.51657e-05
2.475 0.00012069 3.87452e-05
2.525 0.000103448 3.31645e-05
2.575 6.89655e-05 3.53343e-05
2.625 4.31034e-05 4.2012e-05
2.675 1.72414e-05 1.15659e-05
2.725 0 0
2.775 0 0
2.825 8.62069e-06 8.40241e-06
2.875 8.62069e-06 8.40241e-06
2.925 0 0
2.975 0 0
3.025 0 0
3.075 0 0
3.125 0 0
3.175 0 0
3.225 0 0
3.275 0 0
3.325 0 0
3.375 0 0
3.425 0 0
3.475 0 0
3.525 0 0
3.575 0 0
3.625 0 0
3.675 0 0
3.725 0 0
3.775 0 0
3.825 0 0
3.875 0 0
3.925 0 0
3.975 0 0
4.025 0 0
4.075 0 0
4.125 0 0
4.175 0 0
4.225 0 0
4.275 0 0
4.325 0 0
4.375 0 0
4.425 0 0
4.475 0 0
4.525 0 0
4.575 0 0
4.625 0 0
4.675 0 0
4.725 0 0
4.775 0 0
4.825 0 0
4.875 0 0
4.925 0 0
4.975 0 0
5.025 0 0
5.075 0 0
5.125 0 0
5.175 0 0
5.225 0 0
5.275 0 0
5.325 0 0
5.375 0 0
5.425 0 0
5.475 0 0
5.525 0 0
5.575 0 0
5.625 0 0
5.675 0 0
5.725 0 0
5.775 0 0
5.825 0 0
5.875 0 0
5.925 0 0
5.975 0 0
6.025 0 0
6.075 0 0
6.125 0 0
6.175 0 0
6.225 0 0
6.275 0 0
6.325 0 0
6.375 0 0
6.425 0 0
6.475 0 0
6.525 0 0
6.575 0 0
6.625 0 0
6.675 0 0
6.725 0 0
6.775 0 0
6.825 0 0
6.875 0 0
6.925 0 0
6.975 0 0
7.025 0 0
7.075 0 0
7.125 0 0
7.175 0 0
7.225 0 0
7.275 0 0
7.325 0 0
7.375 0 0
7.425 0 0
7.475 0 0
7.525 0 0
7.575 0 0
7.625 0 0
7.675 0 0
7.725 0 0
7.775 0 0
7.825 0 0
7.875 0 0
7.925 0 0
7.975 0 0
8.025 0 0
8.075 0 0
8.125 0 0
8.175 0 0
8.225 0 0
8.275 0 0
8.325 0 0
8.375 0 0
8.425 0 0
8.475 0 0
8.525 0 0
8.575 0 0
8.625 0 0
8.675 0 0
8.725 0 0
8.775 0 0
8.825 0 0
8.875 0 0
8.925 0 0
8.975 0 0
9.025 0 0
9.075 0 0
9.125 0 0
9.175 0 0
9.225 0 0
9.275 0 0
9.325 0 0
9.375 0 0
9.425 0 0
9.475 0 0
9.525 0 0
9.575 0 0
9.625 0 0
9.675 0 0
9.725 0 0
9.775 0 0
9.825 0 0
9.875 0 0
9.925 0 0
9.975 0 0
